Season,Net,Show Name,Rtg
2013,ABC,20/20-FRIDY ,1.1
2013,ABC,20/20-SAT,0.7
2013,ABC,AMER FUNN HOME VIDEOS,1.4
2013,ABC,"ASSETS, THE",0.9
2013,ABC,BACHELOR,3.1
2013,ABC,BACHELORETTE,2.6
2013,ABC,BACK IN THE GAME,2.0
2013,ABC,BETRAYAL,1.3
2013,ABC,BLACK BOX,1.7
2013,ABC,CASTLE,3.1
2013,ABC,CELEBRITY WIFE SWAP,1.1
2013,ABC,DANCING WITH THE STARS,2.5
2013,ABC,GOLDBERGS,2.6
2013,ABC,GREY'S ANATOMY,4.5
2013,ABC,KILLER WOMEN,1.0
2013,ABC,LAST MAN STANDING,1.9
2013,ABC,LUCKY 7,1.3
2013,ABC,MARVEL AGENT OF S.H.I.E.L.D.,3.9
2013,ABC,MIDDLE,2.6
2013,ABC,MIND GAMES,1.0
2013,ABC,MIXOLOGY,1.7
2013,ABC,MODERN FAMILY,5.5
2013,ABC,MOTIVE,1.2
2013,ABC,NASHVILLE,2.6
2013,ABC,NEIGHBORS,1.2
2013,ABC,NIGHTLINE PRIME,0.6
2013,ABC,ONCE UPON A TIME,3.4
2013,ABC,ONCE UPON A TIME IN WONDERLAND,1.4
2013,ABC,RESURRECTION,3.7
2013,ABC,REVENGE,2.5
2013,ABC,SCANDAL,4.6
2013,ABC,SHARK TANK,2.6
2013,ABC,SUBURGATORY,1.9
2013,ABC,SUPER FUN NIGHT,2.3
2013,ABC,TASTE,1.2
2013,ABC,TROPHY WIFE,1.6
2013,ABC,WHAT WOULD U DO,1.0
2013,FOX,24:LIVE ANOTHER DAY ,3.3
2013,FOX,ALMOST HUMAN,2.9
2013,FOX,AMERICAN DAD,2.5
2013,FOX,AMERICAN DAD-SUN 7/730P,1.6
2013,FOX,AMERICAN IDOL-THU,3.2
2013,FOX,AMERICAN IDOL-WED,3.4
2013,FOX,BOB'S BURGERS,2.4
2013,FOX,BOB'S BURGERS-7P,1.3
2013,FOX,BONES,2.6
2013,FOX,BONES-FRI 8P,2.5
2013,FOX,BROOKLYN NINE-NINE,2.3
2013,FOX,COSMOS,2.2
2013,FOX,DADS,1.7
2013,FOX,ENLISTED,1.2
2013,FOX,FAMILY GUY,3.3
2013,FOX,FOLLOWING,3.0
2013,FOX,GLEE,2.0
2013,FOX,HELL'S KITCHEN,2.3
2013,FOX,I WANNA MARRY HARRY,0.9
2013,FOX,KITCHEN NIGHTMARES,1.4
2013,FOX,KITCHEN NIGHTMARES-8P,1.4
2013,FOX,MASTERCHEF JUNIOR,2.1
2013,FOX,MINDY PROJECT,1.9
2013,FOX,NEW GIRL,2.8
2013,FOX,RAISING HOPE,1.1
2013,FOX,RAISING HOPE-FRI 930P,1.1
2013,FOX,RAKE,1.2
2013,FOX,RIOT,0.7
2013,FOX,SIMPSONS,2.6
2013,FOX,SLEEPY HOLLOW,4.2
2013,FOX,SURVIVING JACK,1.5
2013,FOX,X-FACTOR-THU,1.9
2013,FOX,X-FACTOR-WED,2.2
2014,NBC,A-TO-Z,1.0
2014,NBC,A.D. BIBLE CONTINUES,1.6
2014,NBC,ABOUT A BOY,1.4
2014,NBC,ALLEGIANCE,1.3
2014,NBC,AMERICAN ODYSSEY,0.8
2014,NBC,APPRENTICE 14,2.4
2014,NBC,BAD JUDGE,1.3
2014,NBC,BIGGEST LOSER 16,1.6
2014,NBC,BLACKLIST,4.1
2014,NBC,CHICAGO FIRE,2.9
2014,NBC,CHICAGO PD,2.7
2014,NBC,CONSTANTINE,1.6
2014,NBC,DATELINE MYSTERY,1.0
2014,NBC,DATELINE-FRI,1.5
2014,NBC,DATELINE-SUN,1.1
2014,NBC,DATELINE-THU,1.2
2014,NBC,GRIMM,2.1
2014,NBC,LAW & ORDER:SVU,2.7
2014,NBC,MARRY ME,1.5
2014,NBC,MYSTERIES OF LAURA,1.6
2014,NBC,NIGHT SHIFT,1.8
2014,NBC,ONE BIG HAPPY,1.5
2014,NBC,PARENTHOOD,2.3
2014,NBC,PARKS & RECREATION,2.0
2014,NBC,PARKS & RECREATION-830P,1.8
2014,NBC,SLAP,1.1
2014,NBC,SNL PRIME-SAT,1.8
2014,NBC,STATE OF AFFAIRS,1.9
2014,NBC,UNDATEABLE-9P,1.7
2014,NBC,VOICE,4.0
2014,NBC,VOICE-TUE,3.9
2014,CBS,2 BROKE GIRLS,2.8
2014,CBS,48 HOURS,1.0
2014,CBS,60 MINUTES,1.9
2014,CBS,60 MINUTES PRESENTS,0.8
2014,CBS,AMAZING RACE,1.8
2014,CBS,BATTLE CREEK,1.2
2014,CBS,BIG BANG THEORY,6.5
2014,CBS,BIG BANG THEORY-9/930P,8.0
2014,CBS,BIG BROTHER-WED,3.2
2014,CBS,BLUE BLOODS,2.1
2014,CBS,CRIMINAL MINDS,3.6
2014,CBS,CSI,2.1
2014,CBS,CSI: CYBER,2.2
2014,CBS,ELEMENTARY,2.4
2014,CBS,GOOD WIFE,1.8
2014,CBS,HAWAII FIVE-0,2.0
2014,CBS,MADAM SECRETARY,1.9
2014,CBS,MCCARTHYS,1.9
2014,CBS,MENTALIST,1.9
2014,CBS,MIKE & MOLLY,2.6
2014,CBS,MILLERS,2.0
2014,CBS,MOM,2.9
2014,CBS,NCIS,3.5
2014,CBS,NCIS: LA,2.5
2014,CBS,NCIS: NEW ORLEANS,2.9
2014,CBS,ODD COUPLE ,2.8
2014,CBS,PERSON OF INTEREST,2.4
2014,CBS,SCORPION,3.6
2014,CBS,STALKER,2.4
2014,CBS,SURVIVOR,3.1
2014,CBS,TWO AND A HALF MEN,3.1
2014,CBS,UNDER THE DOME,2.9
2014,CBS,UNDERCOVER BOSS,1.6
2014,ABC,20/20-FRI,1.8
2014,ABC,20/20-SAT,0.8
2014,ABC,AMER FUNN HOME VIDEOS,1.4
2014,ABC,AMERICAN CRIME,1.7
2014,ABC,BACHELOR,3.0
2014,ABC,BACHELORETTE,2.7
2014,ABC,BLACK-ISH,3.3
2014,ABC,CASTLE,2.6
2014,ABC,CELEBRITY WIFE SWAP,1.2
2014,ABC,CRISTELA,1.3
2014,ABC,DANCING WITH THE STARS,2.5
2014,ABC,DANCING WITH THE STARS RSLTS,1.9
2014,ABC,FOREVER,2.0
2014,ABC,FRESH OFF THE BOAT,2.4
2014,ABC,GALAVANT,1.9
2014,ABC,GOLDBERGS,3.1
2014,ABC,GREY'S ANATOMY,3.9
2014,ABC,HOW TO GET AWAY WITH MURDER,5.0
2014,ABC,IN AN INSTANT,0.7
2014,ABC,LAST MAN STANDING,1.9
2014,ABC,MANHATTAN LOVE STORY,1.2
2014,ABC,MARVEL AGENT OF S.H.I.E.L.D.,2.8
2014,ABC,MARVEL'S AGENT CARTER,2.4
2014,ABC,MIDDLE,2.7
2014,ABC,MODERN FAMILY,5.3
2014,ABC,NASHVILLE,2.3
2014,ABC,ONCE UPON A TIME,3.3
2014,ABC,REPEAT AFTER ME,1.4
2014,ABC,RESURRECTION,2.0
2014,ABC,REVENGE,2.0
2014,ABC,SCANDAL,4.5
2014,ABC,SECRETS AND LIES,2.4
2014,ABC,SELFIE,1.5
2014,ABC,SHARK TANK,2.5
2014,ABC,TASTE,1.0
2014,FOX,AMERICAN IDOL-THU,2.9
2014,FOX,AMERICAN IDOL-WED,2.6
2014,FOX,BACKSTROM,1.6
2014,FOX,BOB'S BURGERS,1.6
2014,FOX,BONES,2.0
2014,FOX,BROOKLYN NINE-NINE,2.5
2014,FOX,EMPIRE ,7.1
2014,FOX,FAMILY GUY,3.2
2014,FOX,FOLLOWING,2.0
2014,FOX,FOX MOVIE-FRIDAY,0.7
2014,FOX,GLEE,1.2
2014,FOX,GOTHAM,3.7
2014,FOX,GRACEPOINT,1.4
2014,FOX,HELL'S KITCHEN,1.9
2014,FOX,LAST MAN ON EARTH,2.8
2014,FOX,MASTERCHEF,1.9
2014,FOX,MASTERCHEF JUNIOR,2.2
2014,FOX,MINDY PROJECT,1.6
2014,FOX,MULANEY,0.8
2014,FOX,NEW GIRL,2.3
2014,FOX,RED BAND SOCIETY,1.7
2014,FOX,SIMPSONS,2.6
2014,FOX,SLEEPY HOLLOW,2.6
2014,FOX,UTOPIA,1.2
2014,FOX,UTOPIA-FRI,1.0
2014,FOX,WAYWARD PINES,2.1
2014,FOX,WEIRD LONERS,0.8
2014,FOX,WORLD'S FUNNIEST,1.0
2015,NBC,BEST TIME EVER WITH NPH,1.7
2015,NBC,BIGGEST LOSER,1.5
2015,NBC,BLACKLIST,2.8
2015,NBC,BLINDSPOT,3.3
2015,NBC,CARMICHAEL SHOW-9P,1.1
2015,NBC,CAUGHT ON CAMERA,0.7
2015,NBC,CHICAGO FIRE,2.8
2015,NBC,CHICAGO MED,2.5
2015,NBC,CHICAGO PD,2.6
2015,NBC,CROWDED,1.0
2015,NBC,DATELINE MYSTERY,0.9
2015,NBC,DATELINE-FRI,1.3
2015,NBC,DATELINE-SUN,1.3
2015,NBC,DATELINE: ON ASSIGNMENT,0.6
2015,NBC,GAME OF SILENCE,1.0
2015,NBC,GRIMM,1.7
2015,NBC,HEARTBEAT,1.0
2015,NBC,HEROES REBORN ,2.2
2015,NBC,HOLLYWOOD GAME NIGHT,1.1
2015,NBC,LAW & ORDER:SVU,2.7
2015,NBC,LITTLE BIG SHOTS,2.4
2015,NBC,MYSTERIES OF LAURA,1.5
2015,NBC,PLAYER,1.4
2015,NBC,SHADES OF BLUE,2.3
2015,NBC,STRONG,0.8
2015,NBC,SUPERSTORE,2.1
2015,NBC,TELENOVELA,1.3
2015,NBC,TRUTH BE TOLD,0.8
2015,NBC,UNDATEABLE,1.0
2015,NBC,VOICE,3.5
2015,NBC,VOICE-TUE,3.3
2015,NBC,"YOU, ME & THE APOCALYPSE",0.9
2015,CBS,2 BROKE GIRLS,2.3
2015,CBS,48 HOURS,1.0
2015,CBS,48 HOURS PRESENTS,0.7
2015,CBS,60 MINUTES,1.8
2015,CBS,60 MINUTES PRESENTS,1.1
2015,CBS,AMAZING RACE,1.7
2015,CBS,ANGEL FROM HELL,1.9
2015,CBS,BIG BANG THEORY,5.8
2015,CBS,BIG BROTHER-WED,2.7
2015,CBS,BLUE BLOODS,2.0
2015,CBS,CODE BLACK,2.0
2015,CBS,CRIMINAL MINDS,3.0
2015,CBS,CRIMINAL MINDS:BEYOND BDR,1.9
2015,CBS,CSI: CYBER,1.5
2015,CBS,ELEMENTARY,1.8
2015,CBS,GOOD WIFE,1.6
2015,CBS,HAWAII FIVE-0,1.8
2015,CBS,LIFE IN PIECES,2.7
2015,CBS,LIMITLESS,2.4
2015,CBS,MADAM SECRETARY,1.6
2015,CBS,MIKE & MOLLY,2.1
2015,CBS,MOM,2.3
2015,CBS,NCIS,3.1
2015,CBS,NCIS: LA,2.1
2015,CBS,NCIS: NEW ORLEANS,2.5
2015,CBS,ODD COUPLE ,1.9
2015,CBS,ODD COUPLE-MON,1.5
2015,CBS,PERSON OF INTEREST,1.6
2015,CBS,PERSON OF INTEREST -MONDAY,1.4
2015,CBS,RUSH HOUR ,1.1
2015,CBS,SCORPION,2.8
2015,CBS,SUPERGIRL-CBS,2.5
2015,CBS,SURVIVOR,2.8
2015,CBS,UNDERCOVER BOSS,1.4
2015,ABC,20/20-FRI,1.4
2015,ABC,20/20-SAT,0.7
2015,ABC,AMER FUNN HOME VIDEOS,1.1
2015,ABC,AMERICAN CRIME,1.6
2015,ABC,BACHELOR,3.0
2015,ABC,BACHELOR LIVE,1.2
2015,ABC,BACHELORETTE,2.9
2015,ABC,BEYOND THE TANK,0.9
2015,ABC,BEYOND THE TANK -FRI,0.9
2015,ABC,BLACK-ISH,2.8
2015,ABC,BLOOD & OIL,1.5
2015,ABC,CASTLE,2.0
2015,ABC,CATCH,1.7
2015,ABC,DANCING WITH THE STARS,2.2
2015,ABC,DR. KEN ,1.5
2015,ABC,FAMILY,1.4
2015,ABC,FRESH OFF THE BOAT,1.9
2015,ABC,GALAVANT,0.9
2015,ABC,GOLDBERGS,3.0
2015,ABC,GREAT AMERICAN BAKING SHW,1.3
2015,ABC,GREY'S ANATOMY,3.8
2015,ABC,HOW TO GET AWAY WITH MURDER,3.5
2015,ABC,LAST MAN STANDING,1.8
2015,ABC,MARVEL AGENT OF S.H.I.E.L.D.,2.2
2015,ABC,MARVEL'S AGENT CARTER,1.4
2015,ABC,MIDDLE,2.6
2015,ABC,MODERN FAMILY,4.4
2015,ABC,MUPPETS,1.9
2015,ABC,MY DIET BETTER THAN YOURS,0.8
2015,ABC,NASHVILLE,1.8
2015,ABC,OF KINGS AND PROPHETS,1.1
2015,ABC,ONCE UPON A TIME,2.3
2015,ABC,QUANTICO,2.6
2015,ABC,REAL O'NEALS,1.5
2015,ABC,SCANDAL,3.5
2015,ABC,SHARK TANK,2.1
2015,ABC,WHAT WOULD U DO,0.8
2015,ABC,WICKED CITY,1.1
2015,FOX,AMERICAN GRIT,0.9
2015,FOX,AMERICAN IDOL-THU,2.8
2015,FOX,AMERICAN IDOL-WED,3.0
2015,FOX,BOB'S BURGERS,1.5
2015,FOX,BONES,1.7
2015,FOX,BORDERTOWN,0.8
2015,FOX,BROOKLYN NINE-NINE,1.9
2015,FOX,COOPER BARRETT'S GUIDE,1.0
2015,FOX,COUPLED,0.6
2015,FOX,EMPIRE ,6.6
2015,FOX,FAMILY GUY,2.2
2015,FOX,GOTHAM,2.4
2015,FOX,GRANDFATHERED,1.3
2015,FOX,GRINDER,1.2
2015,FOX,HELL'S KITCHEN,1.7
2015,FOX,HOTEL HELL,1.0
2015,FOX,HOUDINI & DOYLE,0.8
2015,FOX,LAST MAN ON EARTH,1.9
2015,FOX,LUCIFER,2.6
2015,FOX,MASTERCHEF JUNIOR,1.8
2015,FOX,MINORITY REPORT,1.2
2015,FOX,NEW GIRL,1.9
2015,FOX,ROSEWOOD,1.8
2015,FOX,SCREAM QUEENS,2.0
2015,FOX,SECOND CHANCE,1.0
2015,FOX,SIMPSONS,2.1
2015,FOX,SLEEPY HOLLOW,1.4
2015,FOX,WAYWARD PINES,1.8
2015,FOX,WORLD'S FUNNIEST,0.7
2015,FOX,X-FILES,4.8
2016,NBC,APPRENTICE,1.3
2016,NBC,BLACKLIST,2.1
2016,NBC,BLACKLIST:REDEMPTION,1.2
2016,NBC,BLINDSPOT,1.7
2016,NBC,CAUGHT ON CAMERA,0.7
2016,NBC,CHICAGO FIRE,2.5
2016,NBC,CHICAGO JUSTICE,1.6
2016,NBC,CHICAGO MED,2.1
2016,NBC,CHICAGO PD,2.4
2016,NBC,DATELINE MYSTERY,0.8
2016,NBC,DATELINE-FRI,1.2
2016,NBC,DATELINE-SUN,1.0
2016,NBC,EMERALD CITY,1.3
2016,NBC,FIRST DATES,0.9
2016,NBC,GOOD PLACE,1.9
2016,NBC,GREAT NEWS,1.0
2016,NBC,GREAT NEWS-2,0.8
2016,NBC,GRIMM,1.4
2016,NBC,LAW & ORDER:SVU,2.4
2016,NBC,LITTLE BIG SHOTS,1.8
2016,NBC,POWERLESS,1.0
2016,NBC,SHADES OF BLUE,1.4
2016,NBC,SUPERSTORE,1.7
2016,NBC,TAKEN,1.3
2016,NBC,THIS IS US,4.8
2016,NBC,TIMELESS,2.1
2016,NBC,TRIAL & ERROR,1.3
2016,NBC,TRIAL & ERROR-2,1.1
2016,NBC,VOICE,3.0
2016,NBC,VOICE-TUE,2.9
2016,NBC,WALL,1.6
2016,CBS,2 BROKE GIRLS,1.8
2016,CBS,48 HOURS,0.8
2016,CBS,48 HOURS: NCIS,0.7
2016,CBS,60 MINUTES,1.7
2016,CBS,60 MINUTES PRESENTS,1.0
2016,CBS,AMAZING RACE,1.5
2016,CBS,BIG BANG THEORY,4.9
2016,CBS,BIG BROTHER-WED,2.6
2016,CBS,BLUE BLOODS,1.8
2016,CBS,BULL,2.2
2016,CBS,CODE BLACK,1.7
2016,CBS,CRIMINAL MINDS,2.4
2016,CBS,CRIMINAL MINDS:BEYOND BDR,1.3
2016,CBS,DOUBT,0.9
2016,CBS,ELEMENTARY,1.2
2016,CBS,GREAT INDOORS,1.8
2016,CBS,HAWAII FIVE-0,1.8
2016,CBS,HUNTED,2.0
2016,CBS,KEVIN CAN WAIT,2.2
2016,CBS,LIFE IN PIECES,1.9
2016,CBS,MACGYVER,1.6
2016,CBS,MADAM SECRETARY,1.3
2016,CBS,MAN WITH A PLAN,1.5
2016,CBS,MOM,1.9
2016,CBS,NCIS,2.5
2016,CBS,NCIS: LA,1.8
2016,CBS,NCIS: NEW ORLEANS,1.9
2016,CBS,ODD COUPLE ,1.3
2016,CBS,PURE GENIUS,1.4
2016,CBS,RANSOM,0.6
2016,CBS,SCORPION,2.0
2016,CBS,SUPERIOR DONUTS,1.4
2016,CBS,SURVIVOR,2.5
2016,CBS,TRAINING DAY,0.7
2016,CBS,UNDERCOVER BOSS,1.1
2016,ABC,20/20-FRI,1.1
2016,ABC,AMER FUNN HOME VIDEOS,1.0
2016,ABC,AMERICAN CRIME,0.7
2016,ABC,AMERICAN HOUSEWIFE,2.1
2016,ABC,BACHELOR,3.1
2016,ABC,BACHELORETTE,2.5
2016,ABC,BLACK-ISH,2.4
2016,ABC,CATCH,1.1
2016,ABC,CONVICTION,1.2
2016,ABC,DANCING WITH THE STARS,2.1
2016,ABC,DESIGNATED SURVIVOR,2.9
2016,ABC,DOWNWARD DOG,1.3
2016,ABC,DR. KEN ,1.2
2016,ABC,FRESH OFF THE BOAT,1.7
2016,ABC,GOLDBERGS,2.5
2016,ABC,GREAT AMERICAN BAKING SHW,1.2
2016,ABC,GREY'S ANATOMY,3.5
2016,ABC,HOW TO GET AWAY WITH MURDER,2.6
2016,ABC,IMAGINARY MARY,1.1
2016,ABC,LAST MAN STANDING,1.7
2016,ABC,MARVEL AGENT OF S.H.I.E.L.D.,1.6
2016,ABC,MATCH GAME-PRIME,1.1
2016,ABC,MIDDLE,2.1
2016,ABC,MODERN FAMILY,3.7
2016,ABC,NOTORIOUS,1.4
2016,ABC,ONCE UPON A TIME,1.5
2016,ABC,PEOPLE ICONS,0.6
2016,ABC,QUANTICO,1.4
2016,ABC,REAL O'NEALS,1.3
2016,ABC,SCANDAL,2.6
2016,ABC,SECRETS AND LIES,1.4
2016,ABC,SHARK TANK,1.7
2016,ABC,SPEECHLESS,2.1
2016,ABC,TIME AFTER TIME,0.8
2016,ABC,TO TELL THE TRUTH,1.0
2016,ABC,TO TELL THE TRUTH- 8P,1.1
2016,ABC,TOY BOX,0.7
2016,FOX,24: LEGACY,1.6
2016,FOX,APB,1.3
2016,FOX,BOB'S BURGERS,1.3
2016,FOX,BONES,1.4
2016,FOX,BROOKLYN NINE-NINE,1.4
2016,FOX,EMPIRE ,4.2
2016,FOX,EXORCIST,1.2
2016,FOX,FAMILY GUY,2.0
2016,FOX,GOTHAM,1.8
2016,FOX,HELL'S KITCHEN,1.6
2016,FOX,KICKING & SCREAMING,0.7
2016,FOX,LAST MAN ON EARTH,1.4
2016,FOX,LETHAL WEAPON,2.4
2016,FOX,LUCIFER,1.8
2016,FOX,MAKING HISTORY,0.8
2016,FOX,MASTERCHEF JUNIOR,1.4
2016,FOX,MICK,1.8
2016,FOX,MY KITCHEN RULES,0.9
2016,FOX,NEW GIRL,1.6
2016,FOX,PITCH,1.4
2016,FOX,PRISON BREAK,1.7
2016,FOX,ROSEWOOD,1.0
2016,FOX,SCREAM QUEENS,1.0
2016,FOX,SHOTS FIRED ,1.2
2016,FOX,SIMPSONS,2.1
2016,FOX,SLEEPY HOLLOW,0.9
2016,FOX,SON OF ZORN,1.4
2016,FOX,STAR,2.0
2016,FOX,YOU THE JURY,0.4
